NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,ROMol
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26071,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,<rdkit.Chem.rdchem.Mol object at 0x70a05055eea0>
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.0,TOX4930,Cc1ccc(N)c(N)c1,<rdkit.Chem.rdchem.Mol object at 0x70a050554430>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX29088,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x70a0505823b0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29107,CCCn1cc[n+](C)c1.F[B-](F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x70a0505ad620>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1605,O=C(O)CCCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x70a0506004a0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX15592,CCCCCCCC/C=C/CCCOC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x70a05056b6f0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX27180,CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(C(=O)OCCCCCCCC(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x70a05061b610>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26790,CCCOC(=O)c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x70a050627ae0>
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX4195,Cc1cc(Cl)ccc1OCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x70a050614ac0>
1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3300,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,<rdkit.Chem.rdchem.Mol object at 0x70a0505e5d90>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21484,CC/C=C\CCOC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x70a0505ad850>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5133,Cc1ccc([N+](=O)[O-])cc1C,<rdkit.Chem.rdchem.Mol object at 0x70a0505a3140>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX26646,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,<rdkit.Chem.rdchem.Mol object at 0x70a05058b8b0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX444,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x70a05056a8f0>
0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,TOX25085,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,<rdkit.Chem.rdchem.Mol object at 0x70a05055a3b0>
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX1957,O=C(Oc1ccccc1)c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x70a050601620>
0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,,TOX6294,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,<rdkit.Chem.rdchem.Mol object at 0x70a0505fc3c0>
0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX4163,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x70a0505f52a0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX24353,CCOC(=O)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x70a0505ce6c0>
0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,1.0,,TOX779,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x70a0505c9c40>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24764,CC(C)C(=O)OCCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x70a05057fd80>
1.0,1.0,0.0,,1.0,1.0,,,,,0.0,0.0,TOX1071,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x70a050571d90>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4999,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x70a05056b610>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26245,CCCCCCOC(=O)c1cccnc1,<rdkit.Chem.rdchem.Mol object at 0x70a050564190>
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24582,Cc1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,<rdkit.Chem.rdchem.Mol object at 0x70a0506302e0>
0.0,,1.0,,,0.0,0.0,,0.0,,1.0,0.0,TOX26121,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x70a05062ef80>
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,TOX3764,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,<rdkit.Chem.rdchem.Mol object at 0x70a05062d7e0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2180,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x70a05062ccf0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX7589,CCCCOCC(C)O,<rdkit.Chem.rdchem.Mol object at 0x70a05062b0d0>
0.0,0.0,0.0,,,0.0,,,0.0,1.0,,,TOX15180,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x70a05062af10>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26326,CN(C(=O)Cc1ccccc1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x70a05062ac70>
0.0,0.0,0.0,,0.0,0.0,,,0.0,,,0.0,TOX26322,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,<rdkit.Chem.rdchem.Mol object at 0x70a05062aab0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26548,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x70a05062a880>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7205,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,<rdkit.Chem.rdchem.Mol object at 0x70a050628eb0>
0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,,0.0,TOX2253,CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x70a050628cf0>
0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX20246,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a050628580>
0.0,0.0,0.0,,0.0,0.0,,,,,,,TOX22086,CCCCCCCCCCCCN1CCCCCC1=O,<rdkit.Chem.rdchem.Mol object at 0x70a050627d10>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29306,CC[N+]1(C)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x70a050627060>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25578,O=C(O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x70a050625bd0>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6325,COc1ccc(NC(C)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a050625150>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX2655,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a050625070>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX2659,CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,<rdkit.Chem.rdchem.Mol object at 0x70a050624e40>
0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,TOX24950,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,<rdkit.Chem.rdchem.Mol object at 0x70a050624ba0>
,,,,,,,0.0,,0.0,,,TOX25820,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x70a050624200>
0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,,0.0,TOX3848,CCOCN(C(=O)CCl)c1c(C)cccc1CC,<rdkit.Chem.rdchem.Mol object at 0x70a050623ae0>
,,,,,,,0.0,,0.0,,,TOX26563,c1ccc(CNCCNCc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a0506235a0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29135,CC[n+]1ccccc1.F[B-](F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x70a050622e30>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX256,C=C(C)[C@H]1CC=C(C)C(=O)C1,<rdkit.Chem.rdchem.Mol object at 0x70a050622570>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1976,OCCOc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x70a050622340>
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX784,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,<rdkit.Chem.rdchem.Mol object at 0x70a050621cb0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX2331,CCC(C)c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x70a050621b60>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7364,CCCCCCCC(=O)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x70a050621af0>
0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,TOX25635,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x70a050620890>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX10060,CC(C)(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x70a050620740>
,,,,,,,0.0,,0.0,,,TOX31499,O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,<rdkit.Chem.rdchem.Mol object at 0x70a05061ff40>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7427,CN(C)CCOCCO,<rdkit.Chem.rdchem.Mol object at 0x70a05061ee30>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX7429,OC1CCCCCCCCCCC1,<rdkit.Chem.rdchem.Mol object at 0x70a05061ec70>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6307,Cc1cccc(C)c1N,<rdkit.Chem.rdchem.Mol object at 0x70a05061d2a0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28181,CCCCCc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a05061ce40>
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,TOX28988,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a05061c2e0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX5491,CCCCCCCCCCCC(=O)N(CCO)CCO,<rdkit.Chem.rdchem.Mol object at 0x70a05061ac00>
,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,TOX2311,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a0506197e0>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25611,COc1ccc2c(c1OC)C(=O)O[C@H]2[C@@H]1c2cc3c(cc2CCN1C)OCO3,<rdkit.Chem.rdchem.Mol object at 0x70a050618ac0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX21914,NCCOCCN,<rdkit.Chem.rdchem.Mol object at 0x70a050618580>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,TOX12667,CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a0506163b0>
,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3252,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,<rdkit.Chem.rdchem.Mol object at 0x70a050616340>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX6366,ClC(Cl)(Cl)c1ccc(C(Cl)(Cl)Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a050615e00>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX28165,COC(=O)[C@]1(C)CCC[C@]2(C)[C@H]3CCC(C(C)C)=CC3=CC[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x70a050615cb0>
0.0,,0.0,,,,,,0.0,,1.0,1.0,TOX28164,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x70a050615c40>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26345,NC(=O)CC[C@@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x70a0506142e0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21366,COc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x70a0506131b0>
0.0,,,,,1.0,,1.0,1.0,,1.0,,TOX7773,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,<rdkit.Chem.rdchem.Mol object at 0x70a0506126c0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX1916,CCCCCC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x70a0506123b0>
0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX28629,CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x70a050611850>
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9612,C=C(C)C1CC=C(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x70a0506109e0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9619,N#C[S-],<rdkit.Chem.rdchem.Mol object at 0x70a0506107b0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24974,CN(C)CCCNCCCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x70a0506106d0>
,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4886,C1CCCC1,<rdkit.Chem.rdchem.Mol object at 0x70a05060e420>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX27059,CCCC(=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x70a05060e180>
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24247,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,<rdkit.Chem.rdchem.Mol object at 0x70a05060d310>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX18798,CCOc1ccccc1OCC,<rdkit.Chem.rdchem.Mol object at 0x70a05060c7b0>
0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1363,Cc1cccc(N)c1,<rdkit.Chem.rdchem.Mol object at 0x70a05060c6d0>
0.0,,,,,1.0,,,,1.0,,,TOX22123,[Hg+2],<rdkit.Chem.rdchem.Mol object at 0x70a05060bae0>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX5454,CC(C)CCOC(=O)C=Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x70a05060b1b0>
1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25479,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,<rdkit.Chem.rdchem.Mol object at 0x70a050609460>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5293,CCCCC(CC)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x70a050608ba0>
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX4246,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,<rdkit.Chem.rdchem.Mol object at 0x70a050606180>
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX392,C=CCOC(=O)c1ccccc1C(=O)OCC=C,<rdkit.Chem.rdchem.Mol object at 0x70a0506054d0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6501,CC1=CCC2CC1C2(C)C,<rdkit.Chem.rdchem.Mol object at 0x70a0506053f0>
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX28123,ClCC=CCCl,<rdkit.Chem.rdchem.Mol object at 0x70a0506051c0>
1.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,,,TOX13314,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a050605150>
0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,TOX1165,C1CCNCC1,<rdkit.Chem.rdchem.Mol object at 0x70a0506047b0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6631,O=C(Cl)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x70a0506043c0>
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5715,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x70a050603300>
,,,,,,,0.0,,0.0,,,TOX31599,CCCOC(=O)c1cncn1C(C)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x70a0506027a0>
0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX1952,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x70a050601770>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX967,CCCC[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x70a050600cf0>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2556,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x70a050600900>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28666,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x70a0505fff40>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26195,COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x70a0505fe570>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX371,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a0505fde70>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1145,c1ccc(OCC2CO2)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a0505fd070>
0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,TOX28951,CC1(C)C2CC[C@]3(C)[C@H](C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O[C@H]1O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x70a0505fca50>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27459,O=C1[N-]S(=O)(=O)c2ccccc21.O=C1[N-]S(=O)(=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x70a0505fb7d0>
0.0,,1.0,1.0,1.0,,,,,0.0,1.0,1.0,TOX23777,Nc1ccc2cc3ccc(N)cc3nc2c1.Nc1ccc2cc3ccc(N)cc3nc2c1,<rdkit.Chem.rdchem.Mol object at 0x70a0505fb220>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX3157,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,<rdkit.Chem.rdchem.Mol object at 0x70a0505face0>
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2576,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x70a0505fa0a0>
0.0,0.0,1.0,,1.0,0.0,,0.0,1.0,0.0,,,TOX2288,CCCCCCOc1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a0505f9b60>
0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX24464,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,<rdkit.Chem.rdchem.Mol object at 0x70a0505f6880>
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX358,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,<rdkit.Chem.rdchem.Mol object at 0x70a0505f6810>
0.0,0.0,,,0.0,1.0,,1.0,0.0,1.0,,1.0,TOX5436,Oc1cccc2cccnc12.Oc1cccc2cccnc12,<rdkit.Chem.rdchem.Mol object at 0x70a0505f42e0>
,,,,,,,0.0,,0.0,,,TOX31551,CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,<rdkit.Chem.rdchem.Mol object at 0x70a0505f40b0>
0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,,TOX7923,CCCCCCCCCC(CC)c1ccc(S(=O)(=O)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a0505f2f10>
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX25364,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x70a0505f2340>
0.0,0.0,0.0,,,0.0,,,0.0,0.0,1.0,1.0,TOX6520,Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,<rdkit.Chem.rdchem.Mol object at 0x70a0505f1f50>
